"current_owner","count"
"0xB13103D0c859046300799a0664d2F4696F19F394","1"
"0xAfE8692Eb600410fe9CbEC0F023cccB67a72736E","1"
"0xA7D9a36799c31e971cF04753321ff087Bb9A2f1e","1"
"0x1B037010a3fF2756b94d6172306567AAD68ca76d","1"
"0xe00DDBbCe59b3317BaA5e13FeC8ff524611a8e35","1"
"0x1d81Bf425288c0CaEDC10091f92Dc59e94f2Ebf2","1"
"0xCac9BAB6d577D3904E50161B9B08486f796830DC","1"
"0x98fe44eA7d2D8185Ee8422f27E199BBEB545C72B","1"
"0x8CFcDdEC0872599C2A2008DdDc85A556059eae6e","1"
"0xD9cFe7d9839Ca6B7a6487AbD4eFe507b1B2c1ca8","1"
"0xf8B53253a135e14aeD6A948D25de06C0e816DF39","1"
"0xc6777896D1dc93EF8E58786E8b999F693D4a962d","1"
"0x1a70EAf5C0A439F0b58477862661924Ad7A0aceD","1"
"0x464dd0b4E78c8246f8247e90DF5f35Bd890ae588","1"
"0x4Db05Dd413859F108b4a112ACB52C5DC8F39af94","1"
"0x51148cC9b300877c238dc5233A141925b716d6a9","1"
"0x9CA8bE9Fc584a2999388acc2893e2367D66AE76C","1"
"0x4d6fd0A5272c9acF5B30fc078f2BA37f92C26cd1","1"
